comment_id,creation_time,likes,author_id,author_nickname,content,reply_to_comment_id
72-2-ac5a2162-6fc2-4163-95f6-2dee3df99eec,2024-02-10T20:53:09.194053Z,0,b0b11ef2-1903-4e3c-b3a7-e4a861f124dc,rkurlin,Cha Cha Cha chaa,None
72-2-0e41ce1b-0bfd-4c2a-ac56-21085cc7f9a6,2024-02-10T20:51:56.977207Z,0,129dec8b-8098-4563-adb5-7181ecb88bed,Soileil,No nyt!!!!!!! ,None
72-2-d02d4f20-e566-4526-8e49-20a0dedcb01e,2024-02-10T20:52:44.933463Z,0,2b796e8e-00d9-411a-857a-4da8f59da5f0,helmiinakumpulehto,Lets gooo,None
72-2-73ec9dd9-0b2b-4bce-a7c1-c8b787a07196,2024-02-10T20:53:08.893780Z,0,4ee9275f-3a9c-458e-ad40-081215001c86,__Olivia__,CHA CHA CHAAAA,None
72-2-5c0bf1b4-99aa-4970-853a-6ab9d6be877d,2024-02-10T20:52:42.188957Z,0,08b9a17b-4b4a-4d15-942e-a43cdc1ac852,Viiiivi,YEEE,None
72-2-0b94149b-0af6-4b46-9292-5cf892cb3f78,2024-02-10T20:53:05.175440Z,1,d0b5616e-cb9f-417a-8e97-107902356708,ilona_syvaniemi,Cha cha cha💚💚💚,None
72-2-9b733c98-13c5-4a26-a7d3-cbbfcf982a5b,2024-02-10T20:51:56.476853Z,1,02ba4891-2a45-44dd-8d9a-61a04ea7ed10,AAaa_Kepatsu123,Cha cha cha,None
72-2-33dbf037-4f95-4f2f-be38-0656205db83b,2024-02-10T20:53:01.718851Z,0,da541343-11e6-473b-806d-538c884eb15b,Pahiso,SITTEN SE TULEE,None
72-2-7428f821-df3b-441a-a27c-0e423bd4bd49,2024-02-10T20:53:04.073192Z,0,bfc0d72a-ded6-4a9d-ab83-dcf5bc83e6db,mariaparviainen00,En päässy äänestää,None
72-2-e7770011-a49c-4b3b-83e1-581a1d141c7f,2024-02-10T20:52:44.179980Z,0,bd6610dc-d8d2-44fe-816b-936c6f1f2f98,Blink10,cha cha cha,None
72-2-0b63c128-bb5e-4142-9e3f-1117f25bfd95,2024-02-10T20:51:55.591296Z,0,e9e552eb-f7f3-4d96-bef9-ff544da50468,anonyymi925891,toi viisuihi nyt,None
72-2-8155fba3-7a6b-4c11-8b59-df1962494ebf,2024-02-10T20:53:02.081824Z,0,64a87780-aa92-4921-80e0-89acd2675ea0,jessikatajamaki,KÄÄRIJÖITÄ OLI KAKS,None
72-2-bb844139-e9c0-40c4-9fc7-6edc918f2cce,2024-02-10T20:53:02.797460Z,0,3ef6a9a2-42c4-4eab-a4f4-8f87fdb3ee03,murtomakim877,Cha Cha cha,None
72-2-0aadab3b-822f-4c9f-91b7-9864930310c1,2024-02-10T20:53:04.068091Z,0,e7cdd813-ac80-4a71-84aa-2790b4187577,harrintalo,Katri Helena euroviisuihin,None
72-2-b39b2ac6-8886-4876-825e-2b91e078823b,2024-02-10T20:53:01.534408Z,1,da700bdd-19bc-45e9-8c98-a60147be5422,Liis-marii12,Käärijä Takas EUROViISUihin,None
72-2-000484dc-26fd-4f58-8123-f8ac785644a8,2024-02-10T20:52:58.725815Z,0,340658ca-7148-494a-834e-d1b76e68772b,JiiKooOoKoo,Eikös joku ollut ettei lähde kisoihin?,None
72-2-d173d10e-f3e5-41ce-9861-9faff41fe25f,2024-02-10T20:53:01.528612Z,0,92ec3fbb-d17c-4964-94dc-769829c42b4c,nellaylenius,Cha Cha Cha !🍀🍀🍀🍀🌿🌿🌿🌿,None
72-2-b6ca8a13-45fd-44e0-a45b-cc089a1608da,2024-02-10T20:52:59.653817Z,2,d1e5d5fc-badf-49aa-b2b4-59531d5097e7,Annastiina07,windows95man🫶🏻🫶🏻🫶🏻🫶🏻,None
72-2-b0bc9e97-c7cb-4f46-8778-6aaf9af7d685,2024-02-10T20:52:43.242145Z,0,4725bb01-7766-411c-a8b8-19df4fca7372,InkaIlona123,Cha cha cha,None
72-2-f1f49bcb-a42e-48ce-948a-7ea5dde3b675,2024-02-10T20:53:00.918945Z,1,e2138b4a-ab71-4ac6-8376-71687ae12b35,Miljuliini,Cha cha chaaa💚💚,None
72-2-63441d04-dfd5-4ccd-9b90-641a6112829b,2024-02-10T20:52:58.556147Z,1,967bc4f5-1715-470d-bd6c-2a5e7e88b73b,nellihynninen12,Cha cha cha ,None
72-2-f6936b71-957e-4ba1-9639-e0a2579760ea,2024-02-10T20:52:59.085486Z,1,19d6bf79-6205-4542-9c26-b8e096a71a69,sundex565,CHA CHA CHA!!!!!!!!!!!!,None
72-2-818255df-119a-41c1-b1fa-8a21788e61d1,2024-02-10T20:52:44.126411Z,2,690fdc40-4d3c-4528-80a8-c866ff091606,Free free Palestine,Vapaa vapaa Palestiina!!,None
72-2-8752715a-4f7b-4ead-9556-a3fa73ec6d84,2024-02-10T20:52:49.529819Z,0,4ac4d586-6a48-4185-936d-54ac5359618c,amandavanhala,CHA CHA CHAAAA,None
72-2-fb5dcad4-6fc0-4373-a469-b780322a7b53,2024-02-10T20:52:15.858376Z,3,5df7a739-35a8-4512-8b53-2a0842445011,Katkiv1113,Lähetetään käärijä uudestaa ku tuotsiki lähetti loreeni,None
72-2-491941ff-b703-4bf3-8589-7de197f54341,2024-02-10T20:52:28.308893Z,0,3b581792-4d40-4bad-8972-6352e39f19ac,milulinu11,CHA CHA CHAAA🧑🏼‍🎤🧑🏼‍🎤🧑🏼‍🎤💚💚💚💚💚💚,None
72-2-3818af19-05c6-4fc2-a9e4-833809a78e63,2024-02-10T20:52:27.382359Z,0,3cd6f436-ed37-43a6-a603-8e63f61aaa38,Miikku_9,Henkkaa!! Mitkä fiilikset,None
72-2-8177cf24-8327-4e62-b96e-7eb25f29c899,2024-02-10T20:52:41.058651Z,4,6013d895-21f5-4cc0-95b1-cadb8f14f362,anonyymi758558,Täällä sensuroidaan urakalla viestejä jotka liittyy äänestämiseen!,None
72-2-b5d5576a-f717-40fa-b46a-247e734f4b42,2024-02-10T20:52:28.269235Z,3,21a33f76-916c-4ca2-9b16-a08765163ec3,Siripir,miten YLE vastaa kritiikkiin äänestyksestä????,None
72-2-402b7565-7299-4e7d-bb54-4caa8352c60d,2024-02-10T20:52:24.746390Z,0,4a3c74ad-ba7c-4794-8182-ad50d229ec9a,vielvapaa,Tämä biisi taitaa olla käärijän sinut hitti,None
72-2-7ea4dee6-9a2b-43d2-bdcb-0e6ddfedf626,2024-02-10T20:52:40.303954Z,4,316a0825-2b8c-4607-aa4b-08d9708ce111,Zopiax,Nyt tulee itku😭 Viime vuosi oli euroviisu huumaa 😭😭😭 ikävä sitä kaikkea ,None
72-2-db7680eb-2577-4843-bc35-f104088f98d8,2024-02-10T20:52:21.713515Z,0,2d4e307e-b714-4016-83e9-31fd046afe11,Kepa_84,Terkkuja Jerelle,None
72-2-7021123a-3a0c-40f6-9861-69f583814a47,2024-02-10T20:52:40.469820Z,0,b5c840ea-4e7e-4077-a105-7aa48c1d6ae6,Kretta,Vox populiiiii❤️,None
72-2-a7f8da93-d92c-4062-85d0-13dda700fd9a,2024-02-10T20:52:09.662983Z,0,670a65cc-957e-4957-a554-a7a3e8909058,karoliinajjaaskelainen,Legenda,None
72-2-194121ea-bf9c-49d9-bcf3-fea3852df9da,2024-02-10T20:52:21.733900Z,1,a6971017-bd6d-4a5c-a9da-69ab4d7fb30e,erinsuuronen1234,CHACHACHA!!! ,None
72-2-899c2cf1-5b02-428f-a78e-d6458df17cac,2024-02-10T20:52:34.302417Z,0,92ec3fbb-d17c-4964-94dc-769829c42b4c,nellaylenius,Cha Cha cha?!,None
72-2-593bcc5e-9a84-481c-9d41-f4eeb71fdc49,2024-02-10T20:52:25.930722Z,1,8d8f4890-2857-45f7-8d03-be273f55ed02,Zarah,Ruoska olisi pitänyt lähettää euroviisuihin!!!!!,None
72-2-99aead2c-8c36-4ea3-8630-848247c34907,2024-02-10T20:52:17.770864Z,0,d9439ff2-ab05-4bc6-a6d5-71a799337e7a,V4ltter,Henkka ketä äänestit?,None
72-2-f2b4c13d-d259-4178-b4e0-ac7bbf309fd4,2024-02-10T20:52:33.174845Z,3,1ecbc010-3895-43f4-bb35-bd62f3b48d3f,Vääryys,CHAT BANNED VOX POPULI 💃🏼💃🏼💃🏼,None
72-2-5f2da9dc-9c42-44b0-ac96-7ec9d66191d6,2024-02-10T20:52:25.439101Z,1,31fa9e34-cac5-400d-acfd-c536fdb228ae,seongjoongaremydads,samaa mieltä sun kaa kaikest (ymmärrän ton bojan jutun),72-2-83f0a4f0-51a2-4e57-84ae-71ea9ddf8f50
72-2-4ef9eed9-8d59-48ff-a95a-766f0e8f4009,2024-02-10T20:52:09.421924Z,7,16d98649-314a-4821-a309-6b52f917a173,Ama123,toimisko huomisissa presidentin vaaleissa tämmönen ylen setti jossa ehkä puolet pystyy äänestämään? no ei toimisi! voitaisko vaatia edes jotain tasoa ylen palveluilta pliis meidän kaikkien rahoilla?,None
72-2-4ad4a2d7-dd80-4125-b2a0-7d8851019a6a,2024-02-10T20:52:14.930554Z,0,509634f4-5c32-416e-be48-373588da1610,saaramariaaa,Miklu ja nublu,None
72-2-a292c291-e1ee-423f-9196-a11953cbebbb,2024-02-10T20:52:17.334122Z,0,7f275dc6-8176-4eff-804c-0c5ac6ea6c3e,Karijr63,Olinko eka 😨,None
72-2-27c6f4de-1d11-42cb-8eb3-33fb92e3dd6e,2024-02-10T20:52:26.268712Z,0,3b01e55d-14a4-470d-89fe-09a6482c5097,matildajuusola1,Saanko  morotuksen?,72-2-ec9a3ba4-f330-48e0-9a11-ffed14e3458e
72-2-7bcfc699-e552-474b-af0b-41753b060b1d,2024-02-10T20:52:20.398627Z,1,33fa2989-4929-441f-982e-1545367d4970,aappoveijola,Kääriä ei saanukkaan tarpeeksi yhdestä biisistä,None
72-2-76df444a-a48b-42eb-ab5a-645e53582608,2024-02-10T20:52:16.761823Z,0,59686b63-2375-47fd-97ec-e4933f5951b5,anonyymi423144,cyankicks  6780000000 pistettä,None
72-2-4a695126-18d6-4610-bfa2-1b22e14409a0,2024-02-10T20:51:53.617007Z,0,967bc4f5-1715-470d-bd6c-2a5e7e88b73b,nellihynninen12,Jos äänestää saraa suomi ei ehkä mene euroviisuun,None
72-2-9bda34a7-7e52-41fc-a737-151e479f5e7d,2024-02-10T20:52:09.389812Z,0,927f5ac7-85d8-4859-b9f0-613c8b0c5051,Tiisq,Upeeeeeeee,None
72-2-d1ec6f83-eb87-49d9-aa46-762db4d8697a,2024-02-10T20:52:16.426825Z,2,02ba26be-ba94-4321-9df5-ce6e2ba5fb5a,Quest955,Erika & Käärijä euroviisuihin! ❤️❤️❤️❤️❤️,None
72-2-26e0b859-407c-46af-b779-9f11219d75a7,2024-02-10T20:52:08.749004Z,2,4be1dc98-5a53-4d28-8bc3-e986d10c3b3f,SarjaKatsoja,Käärijä euroviisuihi takas cha cha chaa💚💚💚,None
72-2-fe1b5d32-8ec2-414e-80df-6fa88312e79d,2024-02-10T20:51:37.304985Z,1,052f1d21-1ae3-4751-86db-0dad27bdf25c,kusinenrotta,lagaa,None
72-2-69b04204-0fa5-4e3d-aae9-05382cbbd0c0,2024-02-10T20:52:19.116284Z,1,facc69f9-6795-422e-8d4c-b1c44d4e6a97,thurenoora,Chachachaa,None
72-2-14af0767-2223-486a-9e59-a193062c56ba,2024-02-10T20:52:18.504564Z,0,9e58a64c-d6b8-4452-94c6-f63fd9c1f3e0,ometske,VOX POPULIII,None
72-2-33aaa4ce-fb82-4da9-8fb2-7902bf45c535,2024-02-10T20:52:08.109389Z,1,c9578d72-5621-4838-8c12-1fb302ce8fef,minsungaremydads,missä chachacha joker out remix ??,None
72-2-24dec48f-a5f5-4526-affa-a2ea72b894f1,2024-02-10T20:51:53.029063Z,0,6328cb00-18d2-4ba9-b87a-6c37c0f324dc,eevaeeva,jooo tää euroviisuihin!,None
72-2-ebda09e7-e281-4d64-b142-e73ffa9c1daf,2024-02-10T20:51:49.106532Z,2,46c62e72-d240-4fb2-9379-b03cc5731ac4,Naukkis4,KÄÄRIJÄ ON TOO GOOOOD 💚💚💚💚💚💚💚💚💚,None
72-2-b0455bc4-76be-47a7-9224-af620f157a3b,2024-02-10T20:51:51.419889Z,0,5dd8ad07-6fc5-4265-a28d-83a48db76c0f,joonas Ollikainen12,Käärijä on paras ,None
72-2-b140d809-9659-4294-8a25-f282fcaf645c,2024-02-10T20:51:52.613254Z,0,ceea11ea-b1be-45f4-b49b-8bf6074ca1e4,inkapekkarinen,SARAAA❤️❤️,None
72-2-73a91631-7321-42ef-add7-7b3b72c567bf,2024-02-10T20:52:04.344548Z,0,5b1d5040-505f-4d1a-b856-75eb2e10de7a,MM55 Mauno,Cha cha chaaaaa,None
72-2-efe729d2-5b2e-497b-8553-f99fc068a7be,2024-02-10T20:52:01.394617Z,2,e73768a6-5d01-4b80-95c3-e7b630a8a143,johanssoni,Äänestys jumitti rigged!,None
72-2-c9f000b6-2a0b-4fb2-aa37-b2af897bccf8,2024-02-10T20:52:08.034040Z,2,1819d0c0-2dd1-4fff-97e8-5f40a6f881fc,latifaadamm,Eerikan pitää kyllä ens vuonna olla ehdokkaana umk🤩,None
72-2-0f84edba-5edc-4212-9669-1093e1f07758,2024-02-10T20:52:09.182126Z,0,4d70ebb5-49dd-4f5c-b636-e5a140b355bc,paahola78,vox populi,None
72-2-1a4ef5bc-3f02-4d8e-8d64-79f73e17070c,2024-02-10T20:51:59.305400Z,0,7338bb48-35b0-4f89-b766-4000447928db,minttu-sofia,sexmane!!,None
72-2-c337b07b-b305-4f23-8b08-d6b332abb5d7,2024-02-10T20:52:03.035994Z,0,a9ea2592-9ae5-461d-b0a4-87c6cd0cb5d4,Missäondanny,Olin tossa mustassa asussa,None
72-2-9b3ceff3-2175-41de-9c26-50ea6692e075,2024-02-10T20:51:44.929826Z,0,3ef6a9a2-42c4-4eab-a4f4-8f87fdb3ee03,murtomakim877,Sara❤️❤️❤️,None
72-2-c5bbb926-c20b-45d6-a117-2806a4461d93,2024-02-10T20:51:50.363893Z,0,3b01e55d-14a4-470d-89fe-09a6482c5097,matildajuusola1,CHA CHA CHAAAA,None
72-2-ee91e9e6-000c-4688-8918-2bab72dd4f66,2024-02-10T20:51:52.451616Z,0,180b6687-865e-47f7-aac9-63b09ebd3fb5,Esoik,Hieno 💪,None
72-2-94b4b713-11d1-47e4-8a4b-80f755b30dcd,2024-02-10T20:51:48.560842Z,0,1840df08-1ec1-4242-a7a0-fe4503000ad2,Luukkii,Hyvä veto!,None
72-2-cd2fed31-b177-4c53-ae26-78569b0433dc,2024-02-10T20:51:49.901619Z,2,acaff4b5-21e3-4ab8-91a5-44efc4dc799d,PetroH,Eerika ihan Mr. Mimen näkönen 😎,None
72-2-df9c11e9-8f61-4baa-8179-9d598f04e55b,2024-02-10T20:51:48.156244Z,0,5b868691-f10b-47eb-ab06-7959d6a64869,pjjouppila,oumaigaad,None
72-2-a1aeb3e5-9ba3-4665-96d7-1cf5bfe2e11b,2024-02-10T20:51:44.900994Z,0,a850770e-a210-4fb0-8322-c805bd31378a,KoppiKoju,Jeeeee,None
72-2-e6f062eb-5191-4288-aafa-93d99df57a34,2024-02-10T20:51:25.465817Z,5,e68a46e6-4002-400d-a0dd-e45324a59e18,ainipuukki,Ärsyttää ku en pystyny äänestää,None
72-2-ad5c553d-19f3-476a-a5e6-ff4ded0d5ad7,2024-02-10T20:51:32.823698Z,3,63e0bcd3-8a8a-46ac-997d-4329636d2916,Jontsujohanna,Ootin et pääsis äännestämään mutta ei antanu kirjautua mikä homma oli?,None
72-2-421e69c1-7cf0-4dee-85fe-f35b13eea2fe,2024-02-10T20:51:44.409575Z,0,6b024daa-78de-479b-b673-2d1f300fa35c,OlenIlona,KÄÄRIJÄ ATE AND LEFT NO CRUMBS,None
72-2-ec9a3ba4-f330-48e0-9a11-ffed14e3458e,2024-02-10T20:51:57.326207Z,2,5046f87a-cbee-40bf-bc82-9d6482cc35a3,Henkka Remes,tässä!!,72-2-7baf5a60-fef4-4b99-bc35-98ace83991d0
72-2-4e7094e3-4f2f-40c9-adbe-d369a1fed988,2024-02-10T20:51:51.712894Z,0,b75f0e9d-7936-4b8b-b9c2-fa466c949b17,Camillas,KÄÄRIJÄÄÄÄÄÄÄ🔥🔥🔥🔥,None
72-2-788f75c1-624f-4553-81c3-e11b0b06a982,2024-02-10T20:51:48.106585Z,0,e2138b4a-ab71-4ac6-8376-71687ae12b35,Miljuliini,Cha cha chaa!!!,None
72-2-22be0ad5-cdfa-42dc-8630-1c34f2a704f2,2024-02-10T20:51:47.884567Z,0,0d6cc658-0d1e-401a-bd1f-d0e11009c845,taijasisso1,Cha cha chaaa,None
72-2-8241554a-5377-4366-b458-6944d6ee29ca,2024-02-10T20:51:39.788162Z,1,509634f4-5c32-416e-be48-373588da1610,saaramariaaa,Vox populi ❤️,None
72-2-87317e22-0335-420f-a78b-aec94f13bb17,2024-02-10T20:51:49.201867Z,1,d994f12b-c2a3-4c6b-a6d0-ea51187cf276,sannikattelus11,henkka veiksä käärijän sinne sängyn alle ,None
72-2-8b6eb6e8-830b-473f-a2c9-cb49803419cd,2024-02-10T20:51:39.355918Z,0,ac4f80a9-a55a-4506-a593-8ad22480560a,vepa14,loppu se märisemine koha suomi vaa voittas euroviisut eikä svedut✌🏻🏳️‍🌈,None
72-2-433f0ca0-d31a-4613-92b1-c466cb69d6e1,2024-02-10T20:51:32.360723Z,0,388acaa2-799c-42ec-b7fd-c49f2f550059,Irkkuuuu,Henkka päätä millä värillä värjään hiukset,None
72-2-b0eec48b-b09b-4420-bd1f-a252c22fec41,2024-02-10T20:51:43.247679Z,0,8ef7d364-5b92-4c19-8642-b9c7f67141e3,Nakkipussi,Euroviisut tarvitsevat windows95maniä!!!,None
72-2-098b98ab-6613-42f4-87c6-4b9b935a4a8e,2024-02-10T20:51:44.016263Z,1,59cd3cdc-31db-466f-af8f-d17b10d63abb,Mmikitintin,Vihdoin chatti toimii nopee. Kiitti!,None
72-2-7c131fbb-939f-4573-b12d-22763dacc2b7,2024-02-10T20:51:36.465836Z,4,42dc2bb4-e973-4445-bde8-65c3223285a5,mariiaa1,Vikmanin ja Käärijän biisi äänestykseen!!! Menestyisi varmasti,None
72-2-35e00a32-ac01-4228-b9e7-93efd808c225,2024-02-10T20:51:38.195533Z,3,da700bdd-19bc-45e9-8c98-a60147be5422,Liis-marii12,Käärijä takas euroviisuihin hetiii,None
72-2-7baf5a60-fef4-4b99-bc35-98ace83991d0,2024-02-10T20:51:22.204376Z,0,2d4e307e-b714-4016-83e9-31fd046afe11,Kepa_84,Voisitko vastaa mulle myös?,72-2-da4d72fc-8823-42b6-a1ba-5937705f8d06
72-2-9d4ff72c-4eb5-4dd3-8be5-fdd5dcb0e0b0,2024-02-10T20:51:28.367461Z,0,3378976f-b2bf-4e19-a44c-a067e1ea8bf8,Amyoemmi,Upeeeeeeeeee,None
72-2-04bf0666-a98c-478b-b004-ad2a4c54f199,2024-02-10T20:49:52.049973Z,0,a37bcdb7-e883-4df6-b30b-a7c82edaf61a,Palleropallo,EERIKAAAA Aaaaaahhhhhh😍,None
72-2-20306f79-48f2-4a29-a34f-aba1db46d090,2024-02-10T20:51:16.507323Z,0,59686b63-2375-47fd-97ec-e4933f5951b5,anonyymi423144,cyan kicks 1000000 pistettä,None
72-2-1aaa547d-2bda-4807-a063-0574eaba09ad,2024-02-10T20:51:16.204102Z,0,3156588f-976f-497c-8bfe-0791ba8cb97b,iriskorpela1,Koska se voirraja paljastetaa,None
72-2-d7d19b2b-4838-42c8-8fca-0e033f3e98b9,2024-02-10T20:51:31.953434Z,0,e2138b4a-ab71-4ac6-8376-71687ae12b35,Miljuliini,Mania🔥🔥🧡,None
72-2-e505356a-89d7-4027-843a-1c63fe3c3ad0,2024-02-10T20:51:30.837056Z,1,540dda44-7b81-49b1-be13-e9d68cf07a40,lauriilari,NO RULES,None
72-2-e0c47f0c-9c62-4009-94a7-3d93d1facf1e,2024-02-10T20:51:28.255950Z,0,49fe8a8a-780a-4117-8bb9-a76b66fa5188,alisaseur,Henkka vastaa tähän🖤💚,None
72-2-ba27ee62-6567-4f7b-9e1f-759824c21bfd,2024-02-10T20:51:11.437952Z,0,d9de6a9e-e24d-4ad0-b05c-f0a04af181ab,Powershot74,hyvä show,None
72-2-38db7c91-973d-45e3-bdf3-bfbda3431574,2024-02-10T20:51:30.014347Z,0,01b342b5-9f22-4ff8-9089-78703237c284,Päivikki69420,95,None
72-2-3974d89b-e40a-484c-8dfd-8f4f553e766a,2024-02-10T20:51:12.774310Z,0,2376ca9b-cc4c-4c2e-8ea3-5ae15287c800,Erbesteri,Henkka oot paras,None
72-2-7013d101-a351-46c2-8402-397b7e7398e4,2024-02-10T20:51:27.487643Z,0,3b01e55d-14a4-470d-89fe-09a6482c5097,matildajuusola1,saanko morsen henkalta?,None
72-2-5f8ae1c2-aa42-4386-8d4b-7652c53af839,2024-02-10T20:51:29.389815Z,3,fe04dee7-dcb0-44f3-bc34-2d3551adca87,Ellumaar,Eikö voitais laittaa Käärijä ja Erika viisuihin,None
72-2-7d37d144-e8ff-451f-aed9-c662118e1295,2024-02-10T20:50:55.519210Z,0,a6971017-bd6d-4a5c-a9da-69ab4d7fb30e,erinsuuronen1234,TULEE RUOSKAA!! ,None
72-2-7f0e99d1-80bc-4fc4-8c76-4205b0afcc33,2024-02-10T20:51:12.219083Z,2,5c7c84ee-8101-43f6-aaa8-58f43210b781,ekohtala,Miklu viisuihi,None
72-2-994292f4-eedf-45c4-9ba7-ec13930244c0,2024-02-10T20:51:21.962662Z,2,08b9a17b-4b4a-4d15-942e-a43cdc1ac852,Viiiivi,En voinut äänestää ;(,None
72-2-a0a6bc35-a684-4a2f-908a-c90d17f7bc74,2024-02-10T20:51:05.158289Z,2,a6305179-fc1c-4a31-9747-056d4269089a,krisuloisa,Sexsman👉👈🥺💞,None
72-2-c158b2a2-ff9d-44c1-b668-ab165dad88fe,2024-02-10T20:51:17.712439Z,2,d23a3e4b-9d72-4561-942c-25d621c77ca9,HMS75,Kaunein kappale ja laulu - Pilvi - ja sitä ei voinut äänestää 😂,None
72-2-c5e8c259-065d-4ba7-afe1-c15db2a53534,2024-02-10T20:50:55.309809Z,6,b22ef054-b4e2-460e-8c59-1ed62a9e2f45,vilhelmiina1002,MG x Nublu viisuihin!!!!!!!!!,None
72-2-9978455b-ffd6-4377-a504-d3e2b47d80c4,2024-02-10T20:50:55.149486Z,0,adf38d8a-4620-4748-9d3c-077e64be07be,Tanelikukka,Hätähousut ostettu bängerille joka hoiti äänestyksen,None
72-2-f92344e2-c764-4547-97a6-8a06c41a6785,2024-02-10T20:50:56.919020Z,8,7485cdcf-f432-4e37-a032-c32e9eacdd89,anonyymi675789,Aika monella jäi äänestämättä kun jumiutui ja toimi vasta sitten kun äänestys jo päättyi!!!!,None
72-2-bfc0613f-0b40-4c92-be6c-cb379c07f5ab,2024-02-10T20:51:06.044959Z,0,dc619d28-2a9b-410e-9ec6-faf26fa30449,senjajussila1,kuka on eka,None
72-2-06b2157c-e488-4f6d-9f40-827835c75df7,2024-02-10T20:51:08.210977Z,0,4e27c6ec-513c-4097-9ffc-5d3cae5c062a,suffelikisu13,Aika surkee ,None
72-2-3854a80e-d1fb-4cb9-a67d-ac330bba9cc8,2024-02-10T20:50:34.639322Z,4,1c41655e-166c-4986-891b-13a86cdd1902,Hopeakuu,Ei päässy äänestään oliko vaan niin ruuhka vai mikä lie ,None
72-2-05f051fd-f1bc-4be6-933f-797980898dd0,2024-02-10T20:51:04.041631Z,0,59cd3cdc-31db-466f-af8f-d17b10d63abb,Mmikitintin,Oho nyt on toimiva kombo,None
72-2-eb09fdbf-d90e-4533-86df-fa108191818f,2024-02-10T20:50:52.694848Z,0,7050e2e4-0c66-4af8-8dc3-163ce4569c5e,All bert,rukoilen et se voittaa,72-2-7c938da1-7c84-42de-8ac4-afaa72c516e8
72-2-e098545c-e2c2-4a7b-b69a-32946f7780d5,2024-02-10T20:50:43.317817Z,1,0d02c9c1-f1db-4f0c-bace-469c354b1fea,Nahnis,Miksei tätä saa äänestää?!,None
72-2-b18670aa-c844-42de-be13-3d4fdaa016de,2024-02-10T20:50:39.806461Z,0,8186be2b-2b56-4855-a397-65d49f389c0e,Toope69,Pilvi Malmöön :),None
72-2-c2566754-c0d9-4db2-81f1-779948bd822a,2024-02-10T20:51:04.332520Z,0,646dec3b-98a2-440f-97b0-5dd919567bd6,teemu_sinisalo,Toimiiks tää,None
72-2-add6e46b-d143-46cc-af93-91a0f412aa5a,2024-02-10T20:51:03.946218Z,1,d994f12b-c2a3-4c6b-a6d0-ea51187cf276,sannikattelus11,Käärijäst tuli unipeikko apua 💚💚,None
72-2-6040ff28-c400-413e-8e7e-d7eae5111d2d,2024-02-10T20:50:43.141649Z,2,88434e7e-e59a-48b2-9826-02a9a409e4f7,anonyymi2802942,Ärsyttävä ylensovellus kun ei halunnu toimia nii jäi äänestämättä,None
72-2-dc9cf46e-d22b-4266-bd1c-6e500c69e2fc,2024-02-10T20:51:04.227491Z,0,4ce587ab-550b-44a2-aa89-24ca5696170f,Mollinki,Kääääääk,None
72-2-13a606e4-4e75-4fb8-890d-3899d3ceb04f,2024-02-10T20:51:03.250877Z,2,065b8c58-a22a-437c-b74b-45feb11dd752,vilmuri0202,KÄÄRIÄLLÄ on ihana asu Ruoska EUROVIISUIHIN,None
72-2-6bd30e73-d216-4023-ae23-60177fee11a7,2024-02-10T20:51:02.532629Z,0,08b9a17b-4b4a-4d15-942e-a43cdc1ac852,Viiiivi,Ihana <3,None
72-2-7d8202ae-85e0-44ba-aa67-fa29218e62b6,2024-02-10T20:50:42.917689Z,0,1a22a2a2-5794-4b58-9735-a4c19526e5ee,banaani150,tää käärijän biisi parempi ku ykskää noist mitä kilpailee,None
72-2-11342055-4125-4eee-ad04-848db1b919ef,2024-02-10T20:51:00.418441Z,1,967bc4f5-1715-470d-bd6c-2a5e7e88b73b,nellihynninen12,Ei saraa,None
72-2-a3559e7b-5739-44d3-8d50-56edd01f3f22,2024-02-10T20:50:51.563328Z,1,f555a147-9325-4398-bcfc-a5bf470c4472,joedoe,UMK 24.. Ruoska voittoon 🤓🦖,None
72-2-da4d72fc-8823-42b6-a1ba-5937705f8d06,2024-02-10T20:51:02.977007Z,0,5046f87a-cbee-40bf-bc82-9d6482cc35a3,Henkka Remes,khyl!,72-2-8891acdc-3816-42af-acee-23ad717fa75a
72-2-b114d647-4a22-4b39-8865-2699c2938823,2024-02-10T20:50:58.677662Z,0,3999dbc6-0501-47fe-aab1-e065e4136cb0,rauteet,Ruoskaaa!!,None
72-2-63a555a2-637e-4b35-8729-6615417400b9,2024-02-10T20:50:56.911681Z,0,49fe8a8a-780a-4117-8bb9-a76b66fa5188,alisaseur,Käärijä halutaan viisuihi,None
72-2-e96de79b-f782-4d5f-ae92-8ec17ed5c4f4,2024-02-10T20:50:56.290255Z,1,fc006fd1-50e3-4141-b116-bd5198b6b2b5,larililja,Erika & Käärijä🥳🎤,None
72-2-434a0422-e446-4c6d-beaa-d5aef0245140,2024-02-10T20:50:45.959456Z,0,bd6610dc-d8d2-44fe-816b-936c6f1f2f98,Blink10,Eerika&kääriä ❤️,None
72-2-0e77964b-5e65-48db-8e14-85d294f59a8e,2024-02-10T20:50:42.759784Z,0,2014b00f-1766-4bdb-8ee3-28a686b5f62f,vuorinenvilja,En mäkään?!,72-2-cdb5c7b9-edef-4104-9aa8-f87b4b3f1b0f
72-2-fbdb0c2b-0af5-4c6c-b295-2339e0dd3cb1,2024-02-10T20:50:35.363793Z,0,e2138b4a-ab71-4ac6-8376-71687ae12b35,Miljuliini,Max viisuihin!!🧡,None
