comment_id,creation_time,likes,author_id,author_nickname,content,reply_to_comment_id
72-2-b7a7f761-0f6b-4372-bccd-2c9bdbd867f8,2024-02-10T19:53:50.133821Z,5,6013d895-21f5-4cc0-95b1-cadb8f14f362,anonyymi758558,Meinaako Suomi jättää kisat välistä jos Israel osallistuu?,None
72-2-2a246641-6976-4872-97b8-92b5e8fe899c,2024-02-10T19:53:49.699241Z,1,7602b2aa-41c8-4177-b88d-177f537d3d04,eliasbiskop,Jee sexmane!,None
72-2-34299414-4c4b-489d-9f99-3b00459efc62,2024-02-10T19:53:18.809745Z,0,d8e5f24b-407d-4aaf-b63f-26991e00815d,Viivi200412,Mä haluun nimeni tonne biisejen kirjoittaja.,None
72-2-90f18381-cefc-4f12-9ea8-d006518d7a3d,2024-02-10T19:53:45.401815Z,0,ac76a074-6152-4045-aeed-54f2516b5242,Nonissimo,Ei osaa laulaa.,None
72-2-fc217b96-276c-46d3-a861-03c629fbe4fc,2024-02-10T19:53:24.685248Z,3,04cc506a-d29d-41a6-9b2a-aad3ef890983,Wernissa,MANIA ON SELVÄ VOITTAJA! MIETTIKÄÄ EUROVIISUYLEISÖ HUUTAA TOTA "MANIA" HUUTOA -IHAN SAIRAS MENO HUHHUH,None
72-2-27168bef-e230-4f46-b81a-f9cadd07bcea,2024-02-10T19:53:30.293879Z,1,d9de6a9e-e24d-4ad0-b05c-f0a04af181ab,Powershot74,Sexmane someones puppet lol,None
72-2-5319b6c8-e584-44c1-9e57-17ac59834879,2024-02-10T19:52:42.753821Z,0,61800413-3495-4a2c-9824-dbb337a38bc5,Neferititi,Käärijä letkut tällä?😶,None
72-2-f878f3de-cdbf-443a-b14a-4d4b79ab812c,2024-02-10T19:53:45.457821Z,1,ef98f4af-01e1-484a-9d5f-ba0d0c26f35b,Miip,Mistä sen äänestyksen löytää?,None
72-2-e4a36993-9302-4fd9-8f4a-cac7252954a9,2024-02-10T19:53:34.993916Z,0,3b221087-30c3-47eb-af46-ff37143a1cc8,kaikkonenlinda,Voitko kommentoida tähän Henkka,None
72-2-818bdfe1-cb22-40cb-9e05-8bdae924dec8,2024-02-10T19:53:29.297084Z,0,8f3dc6b2-23b9-4c60-8caf-818ea7de1b9a,anonyymi263758,Herttilei miten komea mitäs 😍😍😍😍😍,None
72-2-ad40f441-1446-4c49-925f-923cc5647327,2024-02-10T19:53:38.506066Z,0,59215489-166c-408a-a7ec-5d64c3fd336b,PrincessDiana,Aivan ihana viesti tässä biisissä ❤️,None
72-2-ee400dc5-87c8-4d6d-97a4-db75f9f1f908,2024-02-10T19:53:00.195876Z,1,ca097ff8-4304-4f9f-a307-b38ecae83e7e,Kamuliini10,Kyllähä tää mania ihan ok on,None
72-2-61ac8659-3866-40c0-b8ff-32dab225501f,2024-02-10T19:53:18.804401Z,0,781bccd0-c5b0-4390-994c-85ed7d7c824f,Mimmiiisss,Maksaako äänestäminen,None
72-2-c6b2411f-9e71-480e-910a-dff7e34e7934,2024-02-10T19:53:45.365825Z,0,993c8b1e-3bc3-4b86-ae4d-15f16685dd28,kananenniina,Joko no rules on mennyt,None
72-2-c977e2a7-a057-4474-a837-ac07b3b5b235,2024-02-10T19:53:25.670924Z,0,201d01c2-3a1c-4714-91d0-bab1de9b0e2d,lottnj,Tämäää!!😍,72-2-892c1e93-736c-447c-9663-ea847fe4598b
72-2-0ef4da7a-f085-4eab-972a-06f777d7ab67,2024-02-10T19:53:16.363076Z,0,d80ad08b-d4a2-4dbf-af0d-edfbd160263d,AxuT,Sara super 12points ,None
72-2-0b7083e4-eb02-41ca-91ad-4eb467dc7543,2024-02-10T19:53:22.662025Z,4,f843a2c9-bb12-4f8d-bda3-9ce28d2610c6,vox vaahtokarkki,Vox populi tai paskana.,None
72-2-ff4d497c-c03f-483b-abe2-e8313f8c3783,2024-02-10T19:52:41.785822Z,0,00aed934-3f08-4ac4-9671-c9f0bf9cdc98,Saana10967,Sara tai Sini viisuihi,None
72-2-a1904feb-a4fc-421c-81a1-2f6546732cc9,2024-02-10T19:53:34.370840Z,1,505a58ef-f38c-4edf-8f14-ace9c70a8eb4,Mötö,Sexmane on paras👍🏼👍🏼👍🏼👍🏼,None
72-2-3b9347dc-3b7a-4bb5-8aa6-22936dab69fe,2024-02-10T19:53:09.872800Z,1,388b3a2c-d0e8-4370-823e-7bb8896eea3e,peppikoskela15,Vindous95man onpras😝😝😝😝😝😝😝😝😝😝❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥jeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,None
72-2-c4c55990-31f9-4a41-a0fb-60813bfa3d38,2024-02-10T19:52:10.970567Z,1,11644517-7d51-4609-887e-a1cf6b1ea3f1,adatuominen1,Jos kuumaa vastaa tähän nii maalaan niistä parhaimman maalauksen mitä osaan!!!!,None
72-2-e9b1cdb6-ca25-4576-8b17-977499380dfd,2024-02-10T19:53:22.261933Z,0,c0abbf61-6369-4cd3-ae5d-26954adfd546,EetuKoskela_,miehekäs ääni,None
72-2-0b309e4c-2891-4a5b-84eb-970427e1ca26,2024-02-10T19:52:58.513830Z,1,aef778d4-05e2-492c-b23a-0f03bc665d17,julisivo,Lentääks toi kohta ,None
72-2-b9799889-4065-419c-989d-acf009bb1e6a,2024-02-10T19:53:27.952434Z,4,5ed4e7c4-6987-44d0-a07b-49d5ed52389b,Rikoo1,Sanotaan et suomalaiset on hiljasii. Tää chat todistaa väitteen vääräksi. Kaikilla niin helv.... paljon sanottavaa 😁,None
72-2-afe90808-b3f6-49d2-8b26-3006e244ed8c,2024-02-10T19:53:25.661596Z,5,6f0373ed-2492-4d94-bf44-41385092cfe4,helmiounila,MG JA NUBLU🔛🔝❤️❤️❤️❤️❤️❤️❤️,None
72-2-9fb3c0f3-f1ac-439e-b3a4-d2116fa38bd9,2024-02-10T19:53:15.728127Z,3,2b4e5a49-991b-4bc5-ba94-e0ce3ffd5f47,Topsu6000,Jee hyvä sexmane❤️‍🔥,None
72-2-88cce580-92fc-43ac-a5b5-22400b185e87,2024-02-10T19:53:16.973315Z,4,ff60b573-af36-485a-942d-f182a7f79934,Ripatzu_33,Miettikkää kuka näistä oikeesti pärjäis viisuis,None
72-2-3a47b415-3cb7-49c7-b4e3-0763327d3e89,2024-02-10T19:53:22.169815Z,4,df5acc25-b379-4618-949e-338002a33eed,Turttis,Äänestän Jesse Markinia koska se sano et ei mee Euroviisuihin❤️😍 King 🙏,None
72-2-4913d134-0033-426e-9f01-263be7391aae,2024-02-10T19:53:09.369818Z,1,184afdba-405b-4993-ace1-dbf4dad169d0,corezii,Sexmane joker vibes,None
72-2-2ebf5853-3e83-4e3f-a775-9a71d800857c,2024-02-10T19:52:28.953821Z,0,9f6e7cae-a511-4df7-8ed0-0496f14c1901,anatolipodgainoi,Nyt on seksi poika,None
72-2-5020ca06-ed64-44a7-9d25-7fa6307ce575,2024-02-10T19:52:24.621814Z,3,e14c4376-bc1a-4960-a6fc-21c478f16fc8,KasperKiva,Mun mielestä paras on Sexmanella!!😉😉,None
72-2-04467d25-a91c-40f6-b1b8-0382fea7ba7a,2024-02-10T19:52:03.302705Z,2,0b3fab90-2023-4226-bf78-492bb4c7a516,TAVVGEEK,Mul on 50/50 kumpi sara siipola tai vox populi,None
72-2-f0ed153b-80ee-4dab-a9e6-98a559173062,2024-02-10T19:53:21.813864Z,3,6e272d61-aa5e-4f2e-9caf-2d4578d3a0ba,Melissa35,MANIA JA VOX POPULI JATKOON,None
72-2-148ad46c-d403-4cb6-9dea-8c6151b2b858,2024-02-10T19:53:14.442964Z,8,b4b10761-54c8-4cb3-887a-cc049563e33d,Creatingnewculture,Kuumaa+Benjamin viisuihin!,None
72-2-553b199f-1c77-4175-a5ae-36edd7c16e74,2024-02-10T19:52:23.461949Z,1,e209c329-e8a5-4c6f-a41f-43a8ac66ef5c,Mari1974,Sara ❤️,None
72-2-d7ab86f4-37eb-4d40-a04e-108249d37b10,2024-02-10T19:52:51.425825Z,0,4a3c74ad-ba7c-4794-8182-ad50d229ec9a,vielvapaa,Rikottu jo eurovision sääntöjä kaikki ääni  artistilta pitää tule livenä,None
72-2-83d4e4eb-d0f1-4347-91bd-addc618ea25b,2024-02-10T19:52:44.941817Z,0,3999dbc6-0501-47fe-aab1-e065e4136cb0,rauteet,Kyllä  mania alkaa,None
72-2-1ab0d066-037e-40cd-bb0a-c3bb285185cc,2024-02-10T19:52:44.790247Z,0,837164be-3a2c-44d8-8364-57b3b46527b3,hannakatarii,Upee Max!,None
72-2-af4830fe-7290-4de1-9ce4-d934ae9ce855,2024-02-10T19:52:40.683809Z,0,f5ffb67d-f154-4bb5-846a-ba67d87e5d05,Vihtori Karva,Saralla paras esitys!,None
72-2-2fe9f1cc-a531-43e7-8823-f16d4f56bdd6,2024-02-10T19:52:36.597815Z,1,036e1bab-aa58-4ab0-a8af-ea77b490d7c4,Note79,Olin jokin aika sitten tampereen messukeskuksen halli urheilu kisoissa niin kun yle valmisteli alkujuontoa niin juontajalta tippui paperin maahan🤣🤣,None
72-2-6f05acc5-f8ec-45cf-8fed-fd3c68b9a47b,2024-02-10T19:52:54.451438Z,1,847ac0f9-35a8-4f0f-a084-7ce743b1f299,Vythica,Cyan kicks saa mun äänen kyllä ,None
72-2-ae74a3ab-9c8a-4c8e-8da5-8415b12858e0,2024-02-10T19:52:31.390819Z,3,5d988647-6be3-460c-aa38-30e9c064f271,metsajanis,Sara oli hyvä mutta asu ei sopinut sanoitukseen. Kuka jaksaa laittautua kun on paskana. ,None
72-2-d204eb24-578e-4ac2-bf13-f18efcfaa7cb,2024-02-10T19:52:44.653816Z,1,02ba4891-2a45-44dd-8d9a-61a04ea7ed10,AAaa_Kepatsu123,Opin nää manian sanat ulkoo vaik tuskin oon kuullut ees kahta kertaa:D,None
72-2-70599caa-bc1a-4f63-9375-3dc115fda977,2024-02-10T19:52:26.973768Z,3,61bfe6ac-754e-4ede-a518-c62b73fc0a91,viivainn,vox populi vie,None
72-2-495f9b98-1d5e-42b3-ade9-afb4972c5468,2024-02-10T19:51:35.286302Z,0,ff4b59d7-687d-44ae-a691-12578a0e44bb,Toivotonko,Mania on hyvä videona mut nyt jännittää mite toimii livenä. Se kitarasoolo on ku suoraan jostain toisest biisistä. Kahtotaa kahtotaa mite toimii livenä. Jännittää…,None
72-2-c879b161-1e4b-4f3c-abf3-3474d4c9242a,2024-02-10T19:52:40.503406Z,0,010592c2-41dd-4577-af3a-e2929e9f8d5d,jczminns,MANIA!!!,None
72-2-b7efb15f-6da8-4ade-9ab2-a5046e33e80f,2024-02-10T19:51:26.981816Z,0,d67f0966-f9ff-4ac7-b8f1-59ec8c946efe,Jokke1973,Cyan kick jatkoon..,None
72-2-a6353d35-d061-407d-84c9-0a4fefce5ecb,2024-02-10T19:52:25.958435Z,0,9c73856d-24bb-4b1b-ada1-a1eff4541dc5,Simopekkas,MANIA,None
72-2-0ffd6a39-1db5-4a0a-a29a-b276eba24df8,2024-02-10T19:52:44.595102Z,0,02a3baba-0604-45cb-97a7-2e8a25836cad,anonyymi1435931,Mihin kuumaa lähti?,None
72-2-4f1a818f-1eab-449d-8378-18493af70d91,2024-02-10T19:52:36.293833Z,0,675c43e4-4544-416e-8cb7-e481f8af4032,livelovemusic,Yllättävän hyvä tää mania,None
72-2-913ba2eb-7b1d-4070-9401-91ef0b44c08b,2024-02-10T19:52:25.746168Z,0,873d2c66-d81a-4db1-9a31-a5ef31662a60,Piit1,Maneeeeeeeeee ,None
72-2-2ef3ea54-ff59-4bfc-9f42-c4cfff861275,2024-02-10T19:52:31.065892Z,1,31fa9e34-cac5-400d-acfd-c536fdb228ae,seongjoongaremydads,elämä on hyvää ku kuumaa on olemassa,None
72-2-d54b59af-3389-4bc3-86a7-173b2bee1c8b,2024-02-10T19:51:31.796830Z,1,be372b82-fa38-427d-bc46-2639ac98bfdd,katariinarannanjarvi83,Sexmane on myös hyvä,None
72-2-08d7d1f7-3bd9-4c83-a0b9-afdcb6f249f7,2024-02-10T19:52:44.373034Z,1,a60ab3d7-af67-4966-abbc-75f7f38a58ed,Pentti4D,Windows95man voittoon,None
72-2-913a4e1b-489e-4c61-a6db-31d19ae20c7b,2024-02-10T19:51:48.377815Z,2,ef12dc1a-84eb-4142-ba75-f5491014df77,skipparijimi200,Sexmane on paras 👍,None
72-2-311c9439-aa84-45b8-b9b0-9d5625fa7db6,2024-02-10T19:51:25.741817Z,0,2d4e307e-b714-4016-83e9-31fd046afe11,Kepa_84,Anna mulle nimmarri! Johannes🤩🤩🤩😵‍💫,72-2-cff5c49b-ebef-4318-bac1-5c8ee08f4efd
72-2-1167706e-3115-4e41-a19b-cadde43b5c6d,2024-02-10T19:51:50.886961Z,0,853de13a-8693-48b3-b3e9-fb9200acbacb,BlindChannelfani337,Kuumaa MP ruohosipuli,None
72-2-ec7a0741-31ae-4c89-8d3d-39769d8639cd,2024-02-10T19:51:31.833137Z,0,2936ca1c-8358-42f5-a6c8-7f1da33d2c0d,ajkarja,Kuumaa pliis sano mulle moi oon jo yrittänyt 40min,None
72-2-5f3cfd8a-7369-4864-b376-112bd0506d5e,2024-02-10T19:51:38.137820Z,0,cc861786-76bc-4c94-9c1f-7aad3ac391f0,Fetafan,Kuumaa haluun herkut Ouluun🔥,None
72-2-8b9a5c7d-5d56-45fa-a3f3-6c4b8b0e941a,2024-02-10T19:51:29.161824Z,0,b6833144-8914-493f-884f-2553edda58a2,Pinjapinsku,Toi Jesse markinin ja Sara Siipolan kappaleet oli hyviä ,None
72-2-c58828ed-c90b-4f8d-ba4f-08bb274b210e,2024-02-10T19:51:50.008613Z,0,588f7f73-fecd-4e71-8a8e-ce5db89046e7,sanna3000,Johannesss❤️❤️❤️,None
72-2-db943775-180c-44f5-972b-2908d40fb7da,2024-02-10T19:51:43.833976Z,1,aa2bd5b6-52bd-4f4f-b776-961a9bb2083d,SatuMP,Saran biisi koskettaa,None
72-2-d5d2b27a-8ff0-4c53-b9ec-651416304ba7,2024-02-10T19:51:21.501820Z,0,c9739cff-7fbf-4302-8448-eb7bdadc5b48,saarenpaatessa,Vox populi ja paskana ,None
72-2-c029db0e-fdf8-4a7e-961c-c076e657a5c6,2024-02-10T19:51:28.477822Z,0,e327602c-e5b1-40bd-b828-29eb820ab6e3,heidikoisaari,Omg Kuumaa ootte best🥴❤️❤️,None
72-2-f21123fd-03bc-41c0-b587-15599e10157f,2024-02-10T19:51:24.889816Z,2,95aa504b-e18e-4828-a8c2-1249b98b8b16,anonyymi1906429,Paskana on paras,None
72-2-64f8b3b6-ff7f-4e30-be56-de836fb71950,2024-02-10T19:51:43.538322Z,0,9d62d250-bbc0-4103-a8af-0e23265ba70d,ouzafoxy,Sexmane on kansainvälisin Umk -ehdokkaista mielestäni. Yhdistetään r'n' b:tä hienosti ja uudella tavalla 👌🎶,None
72-2-f80705da-dbe5-4be2-9fc8-9449b3ce2955,2024-02-10T19:51:23.601216Z,0,0a470da6-b6b7-4987-94b9-cc0806870475,Casper694,Sara Siipolan biisi oli kyllä täydellinen se on hyvin tehty🤩,None
72-2-c8cc0eec-d3e3-40c8-925e-2915402ec9b4,2024-02-10T19:51:21.462061Z,0,b1d5e5c6-4543-44a6-a4c4-ada8b3c72aed,Voimapeke,ihana Sara <3,None
72-2-d37dda53-5db5-4431-bada-567921790cc5,2024-02-10T19:51:38.017938Z,0,3461fe40-3bdc-4b26-ad15-3185af021342,PiikanenMuhos,Joko erosi?,None
72-2-57ce80a8-6bf0-4b7a-b996-16e9b47f57ca,2024-02-10T19:51:06.109831Z,0,c65efdc0-e58d-4436-a593-428d4fa2cf97,emmimyllykangas,kuumaa sanokaa moi,None
72-2-ac7b037d-80f1-44c7-9837-ff256084c384,2024-02-10T19:51:05.565827Z,0,a088d362-f1b2-449e-8a5d-85e3a5352b90,siljasaloranta,Johannes on the KING,None
72-2-f2251ea5-67a6-4075-b29d-47dc5afe8e7f,2024-02-10T19:51:37.661819Z,2,5cd1e29c-9c19-4540-aff9-c2648205a5ef,micogot,Kuumaan jonotus sano moi ta terkkuja,None
72-2-9385fa1d-3659-4c38-807d-f7be696471d0,2024-02-10T19:51:40.825818Z,2,ad50adec-9dcc-4505-af7d-251763cf94d9,maija raiman,Cyan kicks edelleen tai sitten Sara,None
72-2-e3dc0d6b-48d7-4c02-8579-f43b47929575,2024-02-10T19:51:24.533819Z,6,6db0b826-cb6d-48da-8d09-b523c97b54de,Kittycat_100,Sara❤️❤️ mut lava showta pitäis rakentaa isommaksi ja näyttävemmäks se on upee mut vois olla upeempikin❤️❤️,None
72-2-36b63d24-9b96-45ea-bb82-91e5b95c2d58,2024-02-10T19:50:12.153829Z,5,51bb60dd-a9ef-4f6f-b76d-f386cf7ee062,elenapyykkonen,mikael gabriel ja nublo!!!!!!!!!!!,None
72-2-830159bf-a33d-4b1f-b4a6-2464fa7fc29a,2024-02-10T19:50:32.717982Z,1,53a8066d-69b7-476c-bcb8-bac982a99f43,valtterisyvala,Sara Siipolaaaa!!!,None
72-2-9ed38ea1-9020-422d-a943-9d4683a4eb0b,2024-02-10T19:49:49.757406Z,1,e139b31c-d693-4b6f-add8-b3fca2072c0d,anonyymi586965,Go windows95man!,None
72-2-66a84ee0-85a7-4da6-addb-ee39841cf2d9,2024-02-10T19:50:26.197826Z,1,9c332ab8-f7da-4c86-b461-23f02508af10,elliturunen,Sara on  iha paras😍😍😍😍,None
72-2-99cae6b0-a183-4f4c-9d55-158ab73073dc,2024-02-10T19:50:07.301820Z,0,5dd8ad07-6fc5-4265-a28d-83a48db76c0f,joonas Ollikainen12,Sinsapotangi ei pärjää yhtään umk,72-2-228a0f7a-f03b-4157-b27e-41b9de1c3192
72-2-8b50babc-6be2-43b0-b2d6-d8d259df4ae0,2024-02-10T19:50:20.726457Z,5,192ef032-9d66-4b76-b8fe-473b820a46cd,AAnde_,Mjaah lähetetäänkö sinne toinen Loreen vai toinen Käärijä. 😬 Harmi kun parhaimmat biisit eli Paskana ja Vox Populi on liian samantyylisiä ku viime viisujen kärkikaksikko.,None
72-2-5679dd19-52f8-46ea-adbd-ed697c65933f,2024-02-10T19:50:23.405819Z,2,e3c14930-12e4-4181-9552-939d53f19d0a,woodwood,Sara paras laulaja… esitys hieman sekava. Asu ja stailaus aivan kamala. Yksinkertaisempi olisi parempi. Videon asukokonaisuus parempi. ,None
72-2-e11db70d-8a30-47aa-a80a-c4b07a197ba2,2024-02-10T19:49:34.337819Z,0,0d87a263-b2b5-4454-b347-7ebb8c2441c3,IlonaSatuSisko,paras,None
72-2-d356e014-6c8b-47d4-a53f-c7c9b8a2cb45,2024-02-10T19:50:19.983489Z,0,cef16804-e0a9-4ea4-a3cb-cc320a792797,Smaragdikatse,Jeeee Siilinjärven oma poika!!!,None
72-2-24c6064c-e34a-4458-8940-55d585177b9c,2024-02-10T19:50:25.077744Z,3,017c136a-3731-46f6-b511-fedf0be720ab,Hellkkynen,MG & N voittoon 👑,None
72-2-632c1fca-6902-4b88-a148-5c0530dbf9b0,2024-02-10T19:50:29.181814Z,3,4312e55a-9f6e-4794-aa4d-b5559a1ecec7,kissakonttinen,SARA SIIPOLAVOITTOON😍😍😍🩷🩷🤞🏼🤞🏼🤞🏼🤞🏼,None
72-2-f0ef1850-1b32-4e70-99aa-5f6cf8714938,2024-02-10T19:49:56.633818Z,2,36c3381b-e4a1-48bb-93be-97110d5d2e4e,Ikkä,Sara ❤,None
72-2-5321cc8a-4f90-4792-9835-88d15a6ea4a4,2024-02-10T19:49:49.657820Z,0,d9de6a9e-e24d-4ad0-b05c-f0a04af181ab,Powershot74,Sara on todellla kaunis nainen,None
72-2-29ba2d00-7380-4090-8a75-58a3f6c941a2,2024-02-10T19:50:13.413821Z,2,3b01e55d-14a4-470d-89fe-09a6482c5097,matildajuusola1,EEIIII,72-2-271db9b1-ee74-4ff1-b6f6-eb6bab0e6c01
72-2-46fd20da-2287-45a5-a27d-8bc324bca15d,2024-02-10T19:50:24.613863Z,0,dfd8bfb6-4753-40d8-8ba1-79374f0561b8,hukkami,Onko kaikki vähän epävireessä... ,None
72-2-fe8eadbc-c5c6-4aa9-8343-665f48ae7490,2024-02-10T19:50:11.929923Z,1,3739c089-71e2-472a-b8f6-377aad2f07c5,olkkuku,Sexmane vaikuttaa tosi epävarmalta,None
72-2-3041981d-5f72-42ca-a33c-6122cec9ad74,2024-02-10T19:50:28.559582Z,0,9b9eb282-1b9c-4ffc-9692-f0a30532b6a9,Krippen,Kuumaa te ote parhat,None
72-2-dc7a09cf-737a-4f40-93f1-c3e45b95f6b5,2024-02-10T19:50:19.829816Z,0,1230cb96-1355-46e7-93bf-934644d9db88,MA numminen,Sara tai Sini on paras,None
72-2-dd069982-c4ec-4dd4-8093-88d06c8d4eb1,2024-02-10T19:49:17.973818Z,1,b5027400-eaaf-49da-bab4-61f3e5d00c71,Vintku23,Minkä niminen se aikaisempi biisi oli,None
72-2-4d4a9fa7-30a2-4f99-8e7e-9665461bcd3a,2024-02-10T19:50:17.339440Z,0,08b7f74e-81ce-4cc1-b495-ffdb730d1dd3,Ainouur,Ketkä kaikki on vielä jäljellä,None
72-2-470dd7b1-132c-4bbd-ada2-1f5be013d79e,2024-02-10T19:48:49.745404Z,1,7d5ad170-3de2-459d-8d10-8c924ba2fd17,saraa10,saanko moikut kuumaaalta😍,None
72-2-fa6f78c5-8d2c-4984-ba8c-5299da21b283,2024-02-10T19:48:34.775715Z,1,1891b54f-808d-434b-b681-90f47f44fcbd,nooralem,Paras Saran biisi🤎 vaikka ei euroviisuihin pääsisi niin mun kuulokkeista tää kuuluu vielä monta kertaa! ,None
72-2-b9b92836-097a-426a-bf36-b748ef6fc05e,2024-02-10T19:49:06.210549Z,3,aa90734f-99f1-4055-834a-860ac9c95905,Pirjan,Kuumaa ootte kaikki nii hot❤️🔥,None
72-2-1912b012-c121-4825-8af4-121919d4fc93,2024-02-10T19:49:20.879002Z,3,19eead76-5c7a-4325-a73b-e29d5f4333c3,jesse mellow,Ihana Sara♡,None
72-2-dcaaa071-6fa4-416c-8503-03cc48fde3d9,2024-02-10T19:49:28.794203Z,2,1681ca30-83b2-4cd8-a2f3-139b7eb210a9,iidasofiaaa,MANE!!!!!❤️❤️❤️🔥,None
72-2-8c9efdc8-bce6-4f42-beb7-b33ed49337f5,2024-02-10T19:49:20.629861Z,2,2d38545a-4f04-4422-96b2-0d8566cf4490,Venkkku,En tiiä ketä äänestäisi 😭😭 kaikki liian hyviä 🤯,None
72-2-1e5377ed-8b12-4896-bed1-c10c56836331,2024-02-10T19:49:14.521815Z,0,369200b8-60c2-4366-b069-cefc9ca0f01c,Altsuuu,VIETTÄKÄÄ KIVA ILTA!!,72-2-8d8819e5-30f6-40f5-8f1d-4e4cd18238e4
72-2-50a3c86b-d027-40fd-b52b-dce8af2f52b5,2024-02-10T19:49:12.733823Z,0,64eaebbd-dc56-4e03-ba6a-e4176259583f,sofiaaelisabeth,HOT BAND MITEN OIS KUUMAA X BENJAMIN? en arvannu ennen tätä iltaa et maailma tarvii sen!!!,None
72-2-d72431ce-357b-431b-b61e-2f2f8f8b3e01,2024-02-10T19:49:18.465963Z,0,6f79a929-5d3f-4929-b392-6892f566c8a9,Sohhva,Aarni voitko piirtää mulle tatuoinnin??,None
72-2-a02b460f-e923-4b07-b3ac-f9ff4f39e73c,2024-02-10T19:49:24.069816Z,0,e795ba80-7972-4ddc-ac1d-42576a69d350,paulapurs,Onko äänentoisto ja kuvakulmat ihan kunnossa? ,None
72-2-d6079225-b0ff-40a0-b12d-6443d2f6e1da,2024-02-10T19:49:04.577828Z,0,174bb5ef-6e9c-4dde-bb6b-dd952167adcc,E_r_i_n25,Sini euroviisuihin💙💙💙💙💙🧅🧅🧅🧅🧅,None
72-2-4c5b0524-70b8-4e44-a0c1-d5fba3788ea4,2024-02-10T19:49:31.061838Z,2,8e8fb24a-e891-4f31-957b-ebd10fa1ce97,Arska_Åboboy,Paskana meni ihan pilalle esitys ja ääni,None
72-2-1f216d4e-0b55-4e4d-ac1d-6981fbd89777,2024-02-10T19:49:28.733817Z,0,d57c7b1c-55e7-47e8-baa1-5e99aba89aa1,Stohe,W95man,None
72-2-7bc423fe-d862-41b2-be64-ebb5a70070c6,2024-02-10T19:49:05.825817Z,0,cbf7af6d-dc4f-4c88-a5d1-80a2e1e0626e,tahtikissaek,saako kuumaalta vielä terkut <3,None
72-2-c5c87a7b-7f69-4a91-b113-cee6297a929c,2024-02-10T19:49:28.659651Z,2,ee75503a-8859-4f6d-85aa-339553f0b0be,sakkehe09,Mania🔥🔥,None
72-2-2154b386-f134-417f-8e5f-75a15616d283,2024-02-10T19:49:14.231271Z,1,3e90bd33-2a56-41ab-aae5-d46f0292f8eb,rolfbeckenbauer11,Joko Paskana tai dancing with demons😍😍😍,None
72-2-26ff6c10-8ecf-43c6-b253-a32a13d7077a,2024-02-10T19:49:22.732492Z,0,12d0b50b-10ba-429d-b3be-0db0b13e3417,Juliussou,Saanko nimmarin kuumaalta,None
72-2-d9ccd884-709a-48ae-b768-4ea05a965967,2024-02-10T19:49:19.953834Z,0,e5a41a03-3c09-44b6-98e3-2e5bb1e89cd1,minkaaurora,love the eyeliner,None
72-2-851ffce5-dfa4-4461-91b2-15b8a85b7152,2024-02-10T19:49:12.569900Z,0,1caa1abc-fb8b-4ee4-a02b-43608670641d,moilanenaaron10,Sipuli,72-2-f5161c0f-0a97-4b20-8ccd-831ab84860d4
72-2-7cfda9f4-4a0f-49d5-9305-08e4ea9d09d8,2024-02-10T19:49:18.427507Z,2,fa787eaf-02bd-43e0-81ba-e59984945c63,Piituski72,Kuulimme juuri voittajabiisin 👏👏👏,None
72-2-35e08180-f345-44c9-a454-66524860fa43,2024-02-10T19:48:05.806151Z,0,d1ec9a07-77a3-4d14-a1c4-e9c3fb0fe1f1,Elppa vensu,Kuumaa on ihan paras❤️❤️,None
72-2-14313cdc-5c8c-4a9a-be97-f6609ed5f13a,2024-02-10T19:48:30.781836Z,0,036e1bab-aa58-4ab0-a8af-ea77b490d7c4,Note79,Pilvi on mahtava!,None
72-2-81228360-4695-41cc-bb0e-1b4ac2c96d97,2024-02-10T19:48:29.070077Z,0,eb5e7225-8533-4bae-b8b2-696c1dce5efb,kiiaheikkinen03,SARA ON PARAS!,None
72-2-ac1115c4-4085-43b3-9dec-28506340394e,2024-02-10T19:48:26.309584Z,1,8f4f6729-d41c-4627-82b0-bb69ee0d71d4,Minun mielestä,Mitäs jos äänestetään vaan Käärijä uudestaan...ei näistä biiseistä ole mihinkään!,None
72-2-fefea63c-75f6-474f-bc57-c81ffe41ab5e,2024-02-10T19:48:18.173119Z,0,a7393aeb-1f47-4a89-99bb-ac20c229d6d6,klaevvv,Pannut kuumana nyt mennään!!!!,None
72-2-263f77b4-b7a6-463c-a9ee-e56e57ba8d49,2024-02-10T19:49:16.213898Z,9,5046f87a-cbee-40bf-bc82-9d6482cc35a3,Henkka Remes,ihanaa et kävitte täällä Johannes Jonttu ja Aarni <333 ootte best!!,None
72-2-5616fb86-13c9-4ab5-8c67-6f0916fbc441,2024-02-10T19:48:24.230429Z,0,58877132-c67b-42f2-80ad-e14365a3c2e7,Yletän kyllä kiitos vaan,Liiat kierrokset paistaa kaikista läpi.,None
72-2-61bb8ba3-b92d-4d83-ad92-d695e2be2baf,2024-02-10T19:48:29.846238Z,2,6bfe8d13-e865-4aaf-8981-487cd2be5152,saimimakinen,Saran esitys oli upea🤩🤩,None
